類・品目,総合,生鮮食品を除く総合,持家の帰属家賃を除く総合,持家の帰属家賃及び生鮮食品を除く総合,生鮮食品及びエネルギーを除く総合,食料（酒類を除く）及びエネルギーを除く総合,食料,生鮮食品,生鮮食品を除く食料,穀類,魚介類,生鮮魚介（再掲）,肉類,乳卵類,野菜・海藻,生鮮野菜（再掲）,果物,生鮮果物（再掲）,油脂・調味料,菓子類,調理食品,飲料,酒類,外食,住居,持家の帰属家賃を除く住居,家賃,持家の帰属家賃を除く家賃,設備修繕・維持,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,室内装備品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,衣料,和服,洋服,シャツ・セーター・下着類,シャツ・セーター類,下着類,履物類,他の被服,被服関連サービス,保健医療,医薬品・健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,エネルギー,教育関係費,教養娯楽関係費,情報通信関係費
200204,0.3,0.1,0.3,0.1,0.1,0.3,0.4,4.2,-0.2,0.1,1.1,2.0,-0.3,-0.9,5.2,8.9,0.7,0.7,-0.1,0.0,-0.2,-0.1,0.0,-0.6,-0.1,-0.1,-0.1,0.0,-0.2,-1.0,-2.4,-0.4,-0.1,0.7,0.0,0.5,0.0,-0.9,-0.1,-0.1,0.5,4.1,3.6,0.0,3.9,8.6,12.5,0.3,0.2,1.2,0.0,-1.2,-0.3,-0.7,-1.8,-0.1,-0.8,0.1,0.0,1.1,1.0,0.0,1.3,0.2,0.3,-0.6,0.1,0.6,0.1,0.0,0.2,0.4,0.0,0.2,-1.1,0.9,0.0,
200205,0.3,0.1,0.4,0.1,0.1,0.0,1.0,5.2,0.1,0.1,0.1,0.5,-0.1,0.0,4.2,6.9,10.4,11.0,-0.3,-0.1,0.2,-0.1,0.0,0.6,-0.2,-0.1,-0.2,-0.2,-0.1,0.0,0.0,0.0,0.4,0.0,-0.2,-0.7,-0.1,1.0,-0.2,0.0,0.0,0.8,2.1,-0.1,2.4,-0.6,-0.8,0.1,0.0,-0.1,0.0,-0.1,0.0,-0.6,0.0,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.1,0.1,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.6,0.0,0.0,
200206,-0.1,-0.1,-0.1,0.0,-0.1,0.0,-0.3,-0.8,-0.1,-0.2,-1.2,-1.9,0.2,-0.6,-0.6,-0.7,0.6,0.8,0.3,0.0,-0.4,-0.6,-0.2,-0.1,0.0,-0.1,0.1,0.0,-0.1,0.0,0.0,-0.1,0.3,0.0,-0.3,-0.9,0.1,0.0,-0.2,-0.7,0.0,-0.3,-0.5,0.1,-0.6,-0.1,-0.1,-0.1,0.2,-0.1,-0.1,0.0,0.0,-0.2,0.0,-0.1,-0.3,0.0,0.0,0.0,0.0,1.7,0.0,0.1,-0.4,-1.0,0.0,0.7,-0.1,0.0,-0.1,0.1,0.0,0.0,0.1,0.0,0.1,
200207,-0.4,-0.2,-0.4,-0.3,-0.2,-0.3,-0.6,-3.2,-0.2,-0.1,-1.8,-2.8,-0.2,-0.4,1.1,1.8,-10.7,-11.3,-0.7,-0.1,0.1,-0.6,-0.5,0.1,0.1,0.0,0.0,0.1,0.0,-0.2,-0.4,-0.3,0.2,0.1,-0.4,-0.7,-0.5,0.2,-0.1,-0.5,0.0,-3.6,-4.4,-0.1,-4.9,-4.8,-6.9,0.0,-1.5,-1.7,0.1,-0.2,0.0,-0.7,0.0,-0.1,0.6,-0.2,-0.4,0.0,0.0,0.0,0.0,0.5,-0.9,-0.2,-0.1,1.2,0.0,0.0,-0.1,-0.1,0.0,0.0,-0.5,0.0,0.5,
200208,0.3,0.0,0.3,0.1,0.0,0.2,0.7,5.3,-0.2,-0.1,2.5,4.3,-0.1,0.5,3.1,5.0,6.9,7.2,0.1,-0.4,-0.3,-0.2,-0.1,-0.5,-0.1,0.0,0.0,-0.1,-0.1,-0.1,0.0,0.0,-0.4,0.0,-0.3,-0.9,-0.3,-0.3,-0.1,0.0,0.0,-2.4,-3.0,-0.1,-3.3,-3.3,-5.0,-0.1,-0.8,-0.5,0.1,0.0,0.0,-0.1,0.0,0.4,2.2,-0.3,0.4,0.0,0.0,0.0,-0.1,2.1,-2.5,1.4,0.2,3.3,0.0,0.0,0.0,-0.2,0.0,0.0,-0.2,0.0,2.4,
200209,0.0,0.0,-0.1,-0.1,0.1,0.0,-0.1,-1.1,0.2,0.1,-3.4,-5.6,0.3,1.6,1.9,3.2,-0.8,-0.7,-0.2,0.3,0.2,0.1,0.1,0.0,0.0,-0.1,0.0,0.0,-0.1,-0.2,-0.6,0.0,-0.1,0.0,-0.1,-0.8,-0.1,0.6,0.0,0.4,0.0,5.7,6.6,-1.0,7.4,9.0,13.2,0.5,1.6,1.7,0.0,-0.1,-0.1,-0.3,0.0,-0.7,-2.8,-0.2,0.0,0.0,0.0,0.0,0.0,-2.2,-1.2,-0.5,-0.1,-3.5,0.0,0.0,0.0,0.2,0.0,0.0,-0.4,0.0,-2.6,
200210,-0.2,-0.1,-0.1,0.0,-0.1,-0.1,-0.2,-1.4,0.0,-0.1,0.5,0.7,0.3,0.8,-3.3,-5.3,2.0,2.1,0.0,-0.5,0.1,-0.2,-0.1,0.0,0.0,-0.1,-0.1,0.0,-0.1,-0.8,-1.6,-0.3,0.1,0.0,-0.1,-0.1,-0.1,0.1,-0.4,0.0,0.0,0.8,1.4,0.1,1.5,0.1,0.0,0.2,0.6,1.4,-0.2,1.6,-0.2,0.0,3.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-1.2,-2.0,-1.2,0.2,-1.2,0.0,0.0,-0.2,0.1,0.0,0.0,-0.6,0.0,-0.9,
200211,0.0,0.0,0.0,-0.1,0.0,-0.1,0.1,0.7,0.0,0.0,-0.4,-0.4,0.1,-0.4,4.0,6.5,-6.6,-7.1,-0.8,0.2,0.2,0.1,0.0,0.0,-0.1,0.0,0.0,-0.1,-0.1,0.1,0.0,0.0,1.1,0.0,-0.2,-0.6,0.2,-0.9,0.1,0.1,0.0,0.0,0.5,-0.4,0.6,-0.9,-1.3,0.2,-0.2,0.5,0.0,-0.1,0.0,-0.4,0.0,0.0,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,-0.4,-1.9,0.9,-0.2,-0.9,-0.1,0.0,-0.2,-0.1,0.0,0.0,0.2,0.0,-0.4,
200212,0.0,0.0,-0.1,0.0,0.0,0.1,-0.2,-0.9,-0.1,-0.1,0.1,0.5,0.0,0.8,-2.4,-3.5,1.6,2.0,0.1,-0.3,0.1,-0.4,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,-0.1,0.7,0.0,-0.4,-1.2,-0.1,0.0,-0.1,-0.2,0.0,-0.5,-0.6,-0.2,-0.7,-0.7,-0.8,-0.3,-0.1,0.0,0.1,-0.1,-0.1,-0.4,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-1.1,-0.2,0.1,1.1,0.1,0.0,-0.6,1.2,0.0,0.0,0.1,0.0,0.4,
200301,-0.3,-0.6,-0.4,-0.7,-0.7,-0.8,0.6,4.3,-0.1,-0.2,1.6,2.2,0.3,-3.0,3.8,6.2,4.3,4.5,-0.3,0.2,-0.3,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,0.1,-0.1,0.0,1.7,0.0,-0.4,-1.3,-0.6,-1.0,0.0,0.1,0.0,-6.5,-10.2,0.0,-11.1,-6.0,-8.3,-1.0,-1.2,-1.9,0.0,-0.1,0.0,-0.2,0.0,0.0,-0.2,0.0,-0.1,0.0,0.0,0.0,0.0,-1.3,-1.0,-0.1,0.0,-2.0,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.1,-1.2,
200302,-0.3,-0.1,-0.3,-0.1,-0.1,-0.2,-0.4,-2.2,0.0,0.0,-0.9,-1.1,0.1,1.4,-1.9,-2.8,-2.9,-3.0,0.2,0.0,-0.2,-0.2,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.2,0.1,0.0,0.0,0.9,0.0,-0.2,-0.6,-0.5,-0.9,0.0,0.5,0.0,-2.2,-3.2,-0.4,-3.6,-2.9,-3.9,-0.6,-0.3,-0.1,0.0,0.0,0.0,-0.2,0.0,0.0,-0.2,0.1,0.0,0.0,0.0,0.0,0.0,-0.2,-2.0,-0.2,-0.1,0.0,0.0,0.0,0.1,-0.3,0.0,0.0,0.2,0.0,-0.2,
200303,0.3,0.3,0.3,0.3,0.3,0.4,-0.1,-0.3,-0.1,0.1,1.6,2.3,-0.3,-0.3,-1.6,-2.4,-0.6,-0.7,-1.0,0.1,0.0,-0.5,-0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,-0.3,-0.5,-0.8,-0.3,-0.3,0.1,0.0,2.9,6.7,-0.3,7.4,0.3,0.2,0.6,0.5,0.2,-0.1,0.0,-0.1,0.2,0.0,0.5,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,-1.3,0.5,0.0,1.1,0.2,0.0,-0.4,1.7,0.0,0.0,0.8,-0.1,0.9,
200304,0.3,0.3,0.5,0.4,0.2,0.4,0.1,1.0,-0.1,-0.2,0.1,0.4,0.0,-0.5,2.8,4.3,-3.9,-4.0,0.2,0.0,-0.1,0.1,-0.1,-0.3,0.0,0.0,0.1,0.0,0.0,0.6,0.4,0.8,1.1,0.3,0.2,0.5,-0.1,-0.1,0.0,0.2,0.3,3.8,3.2,-0.1,3.6,8.3,12.0,0.5,0.3,0.9,-0.2,4.2,0.1,-0.2,7.9,-0.1,-0.9,0.0,0.0,0.4,0.9,-1.5,-0.8,-0.5,-0.8,-1.7,0.0,-0.2,0.0,0.0,0.0,0.6,0.0,-0.4,0.7,0.4,-0.6,
200305,0.2,0.1,0.1,0.1,0.2,0.1,0.2,1.7,0.0,0.4,-2.3,-3.5,0.3,-0.8,-1.5,-2.4,18.1,18.8,0.0,-0.2,0.0,-0.6,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-0.1,0.0,-0.2,-0.5,0.1,0.6,-0.1,-0.2,0.0,1.1,2.3,-0.1,2.6,0.3,0.6,-0.3,-0.2,-0.1,-0.1,0.0,-0.1,0.0,0.0,-0.1,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.3,-1.4,0.7,0.1,0.4,0.0,0.0,-0.3,0.2,0.0,0.0,-0.1,0.0,0.3,
200306,-0.3,-0.1,-0.3,-0.2,-0.1,0.0,-0.6,-3.2,-0.2,-0.1,-0.5,-0.8,-0.1,-0.3,-4.3,-6.7,-1.2,-1.2,-0.3,-0.1,-0.2,-0.2,-0.2,0.0,0.1,0.0,0.1,-0.1,-0.1,-0.1,0.0,0.0,-0.5,0.0,-0.3,-0.6,-0.9,-0.2,-0.2,-0.1,0.0,-0.3,-0.4,0.3,-0.5,-0.4,-0.6,0.1,-0.1,0.0,0.1,-0.1,0.0,-0.1,-0.1,-0.3,-0.1,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,-1.4,-0.1,0.6,-0.1,0.0,-0.2,-0.1,0.0,0.0,-0.4,0.0,-0.1,
200307,-0.2,0.0,-0.2,0.0,0.0,0.0,-0.7,-4.4,0.0,-0.2,-1.0,-1.6,-0.1,-0.5,-0.7,-1.2,-12.7,-13.2,0.0,0.3,-0.2,-0.3,-0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,-0.4,0.1,0.0,-0.5,-0.3,-0.3,-0.3,1.3,0.0,-3.8,-4.4,-0.1,-4.8,-5.0,-7.3,-0.1,-1.3,-2.3,0.1,0.0,-0.1,0.0,0.0,0.2,1.1,-0.1,0.0,0.0,0.0,0.0,0.0,1.1,-0.5,-0.2,0.3,1.9,1.2,0.0,-0.2,-0.3,8.2,0.0,-0.1,0.0,1.2,
200308,0.2,0.1,0.2,0.1,0.1,0.1,0.3,2.5,0.0,0.0,1.5,2.4,0.6,0.1,1.3,2.4,2.7,2.9,-0.1,-0.4,0.0,-0.5,-0.2,0.0,0.0,-0.2,-0.1,0.0,-0.2,0.0,0.0,0.0,-0.1,0.0,-0.4,-0.9,-0.8,-0.1,-0.2,-0.4,0.0,-2.6,-3.4,-0.6,-3.8,-3.5,-5.1,0.0,-0.5,-0.2,0.0,-0.1,-0.1,-0.2,0.0,0.3,2.2,-0.3,0.0,0.0,0.0,0.0,0.0,1.9,-1.0,0.3,0.2,3.4,0.2,0.1,0.2,0.7,0.0,0.0,0.0,0.0,2.3,
200309,0.1,0.0,0.1,0.1,0.0,0.0,0.4,1.4,0.2,0.7,-3.1,-5.3,0.1,1.1,4.9,7.8,1.2,1.2,-0.4,0.3,-0.1,-0.1,0.0,0.0,-0.1,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,-0.5,0.2,0.8,-0.2,0.3,0.0,6.5,7.7,0.3,8.4,9.6,14.1,0.5,1.9,2.1,0.0,0.0,0.0,-0.2,0.0,-0.7,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,-1.2,0.2,-0.2,-3.6,0.2,0.0,-0.1,1.3,0.0,0.0,0.0,0.0,-2.7,
200310,0.0,0.1,0.0,0.1,0.1,-0.1,0.0,-2.0,0.4,4.3,0.2,0.5,-0.4,0.6,-4.9,-7.8,4.3,4.5,0.8,0.2,0.0,0.3,-0.1,0.0,-0.1,0.0,-0.1,0.1,0.0,-0.1,-0.2,-0.1,-0.6,0.0,-0.4,-1.5,-0.5,-0.1,-0.1,0.1,0.0,0.6,1.1,0.2,1.3,0.2,0.3,0.2,0.4,0.6,-0.2,-0.1,0.0,-0.3,0.0,0.0,0.4,-0.1,-0.1,0.0,0.0,0.0,0.0,-0.5,-1.1,1.1,0.0,-1.3,-0.1,0.0,-0.3,0.1,0.0,0.0,-0.2,0.0,-0.4,
200311,-0.5,-0.2,-0.5,-0.2,-0.2,-0.2,-1.0,-7.3,0.2,2.3,0.1,0.2,0.2,-0.3,-7.9,-12.8,-8.8,-9.1,-1.6,0.1,0.0,-0.2,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.1,0.0,0.0,0.0,-0.5,0.0,-0.2,-0.8,0.0,0.1,-0.1,0.1,0.0,0.1,0.6,-0.1,0.6,-0.3,-0.6,0.2,-0.2,0.0,0.2,-0.1,-0.1,-0.4,0.0,-0.1,-0.1,-0.2,0.0,0.0,0.0,0.0,0.0,-1.5,-1.3,-2.1,0.0,-1.6,0.0,0.0,-0.1,0.1,0.0,0.0,-0.1,0.0,-1.3,
200312,0.1,0.1,0.1,0.0,0.1,0.0,0.4,2.4,0.1,1.1,1.2,2.3,0.0,0.1,3.1,5.5,-2.2,-2.3,1.0,-0.1,-0.1,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.1,-0.4,-1.0,-0.2,0.0,-0.2,-0.7,0.0,-0.3,-0.8,0.1,-0.9,-0.1,-0.1,0.0,-0.1,0.1,-0.1,-0.1,-0.1,-0.3,0.0,0.0,0.6,0.0,-0.1,0.0,0.0,0.0,0.0,0.5,-0.9,0.6,0.1,0.7,0.0,0.0,-0.1,0.0,0.0,0.0,-0.1,0.0,0.5,
200401,-0.2,-0.7,-0.3,-0.7,-0.7,-0.9,1.3,8.1,0.0,1.3,1.1,2.1,0.6,-2.7,8.4,14.3,7.8,8.2,-0.1,-0.1,0.0,-0.1,0.0,0.0,-0.1,-0.1,-0.1,-0.1,0.0,-0.2,-0.1,-0.1,-0.6,0.0,-0.6,-1.1,-0.4,-1.5,0.0,-0.1,0.0,-6.7,-10.2,-0.9,-11.0,-6.6,-9.0,-1.3,-1.6,-2.2,0.0,-0.1,0.0,-0.4,0.0,-0.3,0.1,-0.7,-0.1,0.0,0.0,0.0,0.0,-1.4,-1.8,-0.5,0.2,-2.2,-0.1,0.0,-0.3,0.0,0.0,0.0,-0.3,0.0,-1.2,
200402,0.0,0.0,0.0,-0.1,0.0,-0.2,0.5,1.4,0.4,0.2,-0.9,-1.8,1.3,1.4,1.3,2.3,4.4,4.6,0.0,0.0,0.0,-0.1,-0.1,0.4,0.1,0.0,0.1,0.0,-0.1,0.0,0.0,-0.1,-0.3,0.0,-0.5,-1.2,-0.5,-0.3,0.0,-0.3,0.0,-1.8,-2.9,0.4,-3.4,-1.8,-2.6,0.0,0.3,0.0,0.1,0.1,0.0,0.1,0.0,-0.3,-0.8,-0.2,0.0,0.0,0.0,0.0,0.0,-0.1,-0.9,0.0,-0.1,0.0,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,-0.3,
200403,0.2,0.2,0.2,0.3,0.2,0.4,-0.2,-1.5,-0.1,-0.8,1.5,2.5,0.5,0.0,-2.5,-4.2,-2.7,-2.8,-0.7,0.3,0.3,-0.5,-0.1,0.2,0.0,-0.1,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,-0.7,-0.1,-0.7,0.4,-0.1,0.0,3.3,6.8,0.7,7.6,0.8,1.0,0.4,1.3,0.8,0.0,-0.1,-0.1,-0.3,0.0,0.2,1.3,0.0,-0.1,0.0,0.0,0.0,-0.3,0.7,-0.9,0.3,-0.1,1.3,-0.1,0.0,-0.1,-0.3,0.0,0.0,0.1,-0.1,1.0,
200404,0.0,0.2,0.0,0.2,0.2,0.2,-0.6,-3.1,-0.1,-1.3,0.4,0.8,-0.2,-0.2,-1.9,-2.9,-9.0,-9.4,0.2,-0.1,-0.2,0.0,0.0,0.4,0.0,0.0,0.0,-0.1,0.1,-0.2,-0.4,-0.4,0.5,0.3,-0.2,-0.1,-0.2,-1.0,-0.2,0.0,0.5,3.8,3.9,-0.1,4.2,7.7,11.4,0.0,0.0,0.7,0.3,-0.8,-0.3,0.0,-1.2,-0.1,-1.4,0.3,0.0,0.7,0.6,0.0,1.3,0.1,-0.4,-0.3,0.3,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.4,0.7,-0.3,
200405,0.1,0.0,0.2,0.1,0.0,0.1,0.2,1.7,0.0,-0.7,0.2,0.6,0.5,0.4,-2.9,-5.0,15.2,16.0,-0.2,0.3,0.0,-1.1,-0.1,0.0,-0.1,0.0,-0.1,-0.1,0.0,0.0,0.0,-0.1,0.2,0.0,-0.2,-0.7,-0.6,1.5,-0.1,-0.5,0.1,1.3,2.2,0.2,2.4,0.9,1.4,0.1,-0.1,0.1,0.0,0.1,0.1,0.3,0.0,0.2,0.2,0.2,0.0,0.1,0.1,0.0,0.0,0.0,-1.3,-0.9,0.1,0.6,-0.3,0.0,-0.3,-1.0,0.0,0.0,0.2,0.0,0.1,
200406,0.2,0.1,0.2,0.0,0.0,-0.1,0.4,3.1,-0.1,-0.7,-1.7,-2.9,-0.4,0.5,5.4,9.2,3.0,3.2,-0.3,-0.2,0.3,0.2,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,0.2,0.0,0.0,2.6,0.1,-0.3,-0.6,-0.6,0.2,-0.4,-0.3,0.0,-0.3,-0.2,-0.2,-0.2,-0.4,-0.5,0.2,-0.2,-0.1,0.0,0.0,0.1,-0.1,0.0,0.6,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4,-0.1,0.2,0.0,0.1,0.1,-0.3,0.0,0.0,1.4,0.1,0.0,
200407,-0.3,-0.1,-0.4,-0.1,-0.2,-0.1,-0.9,-5.2,-0.1,-0.6,-1.1,-1.9,0.1,0.0,-4.2,-6.5,-7.5,-7.9,-0.2,0.1,0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.2,0.0,0.7,0.1,-0.3,-0.6,-0.3,-0.2,-0.1,-0.7,0.0,-3.9,-4.8,0.0,-5.2,-5.0,-7.3,-0.1,-1.8,-2.0,0.0,-0.1,-0.1,-0.2,0.0,0.3,1.1,0.3,-0.1,0.0,0.0,0.0,0.0,1.0,-1.0,-0.2,-0.1,2.1,-0.1,-0.1,-0.2,-0.3,0.0,0.0,0.3,0.0,1.2,
200408,0.1,0.1,0.2,0.2,0.1,0.2,0.0,0.0,0.0,-0.3,0.5,1.0,1.0,-0.1,-1.0,-1.6,1.2,1.4,-0.5,-0.2,-0.1,-0.7,-0.2,0.0,-0.1,0.0,-0.1,-0.1,0.0,0.1,0.0,0.0,0.3,0.0,-0.2,-0.7,0.1,-0.6,-0.1,-0.1,0.0,-2.0,-2.4,-0.1,-2.7,-3.2,-4.5,-0.2,-0.2,-0.3,0.0,0.0,0.0,0.0,0.1,0.4,1.4,0.1,0.0,0.0,0.0,0.0,0.0,2.0,-1.4,0.7,0.3,3.3,0.0,0.0,-0.1,-0.2,0.0,0.0,0.1,0.0,2.1,
200409,0.3,0.2,0.4,0.2,0.1,0.0,0.5,3.4,0.0,-1.4,-2.5,-4.3,-0.2,1.7,9.7,15.8,-4.1,-4.4,1.2,0.3,-0.1,0.3,-0.1,0.0,-0.1,-0.1,0.0,0.0,-0.1,0.4,0.0,0.0,6.1,0.2,0.0,-0.3,-0.3,0.9,0.2,0.0,0.0,6.7,8.2,0.1,9.2,10.0,14.5,0.7,1.4,2.0,-0.1,0.0,0.0,0.0,0.0,0.1,-2.3,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.4,0.2,-0.2,-3.4,0.1,0.0,0.4,0.2,0.0,0.0,1.6,0.0,-2.4,
200410,0.5,0.0,0.5,0.0,0.0,0.1,1.7,11.1,-0.2,-2.3,1.1,1.5,0.4,0.8,11.2,17.5,13.0,13.7,0.0,0.0,0.2,-0.2,0.0,-0.2,0.1,-0.1,0.0,0.0,-0.1,-0.2,-0.9,0.2,1.9,0.0,0.1,0.3,-0.3,0.4,0.1,0.1,0.0,1.1,2.2,0.3,2.3,0.8,1.0,0.3,-0.1,0.5,0.0,0.0,0.1,-0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.5,-0.4,0.6,0.1,-1.0,0.1,0.1,-0.1,0.4,0.0,0.1,-0.2,0.0,-0.4,
200411,-0.2,-0.3,-0.2,-0.3,-0.3,-0.4,0.1,0.4,0.0,-1.0,-0.3,-0.9,0.4,0.5,2.8,3.8,-4.3,-4.5,-0.1,-0.2,-0.2,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,4.5,0.0,-0.2,-0.1,0.2,-0.2,-0.2,-0.5,0.0,0.5,1.0,0.1,1.1,0.0,0.0,-0.1,-0.1,0.0,0.1,0.0,-0.1,-0.1,0.0,-0.9,-0.2,0.1,-4.5,0.0,0.0,0.0,0.0,-1.1,-1.2,-0.1,-0.2,-1.8,-0.1,0.0,-0.1,0.1,0.0,0.0,0.6,0.0,-1.1,
200412,-0.5,0.1,-0.5,0.0,0.1,0.0,-1.7,-9.1,0.0,-0.6,0.6,1.0,-0.2,2.8,-14.5,-21.1,2.0,2.2,0.4,-0.2,0.1,0.4,-0.1,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.3,1.2,0.0,-0.5,-0.7,-0.6,-0.8,-0.3,-0.6,0.0,-0.6,-0.8,-0.1,-0.8,-0.8,-1.1,0.0,-0.2,-0.2,0.0,-0.1,-0.1,-0.2,0.0,0.0,1.1,-0.4,0.0,0.0,0.0,0.0,0.0,0.3,-1.7,-0.5,0.4,0.8,0.2,0.0,-0.6,1.2,0.0,0.0,-0.2,0.0,0.5,
200501,-0.5,-0.8,-0.6,-0.8,-0.8,-0.8,0.5,3.5,-0.2,-0.5,2.6,4.1,0.4,-3.4,1.8,2.9,3.7,3.8,-0.8,0.3,-0.1,-0.4,0.3,0.0,0.0,0.0,0.0,-0.1,0.0,-0.5,-1.0,0.0,-1.1,-0.2,-0.5,-0.4,-0.9,-1.5,0.0,-0.2,0.0,-6.4,-9.3,-1.0,-10.0,-6.2,-8.4,-1.0,-1.3,-4.9,0.0,-0.1,0.0,-0.3,0.0,-0.7,-0.3,-0.2,-3.0,0.0,0.0,0.0,0.0,-1.4,-1.3,-0.1,0.1,-2.3,0.0,0.0,0.2,0.1,0.0,0.0,-0.9,-0.1,-1.2,
200502,-0.3,-0.3,-0.4,-0.3,-0.2,-0.4,-0.2,-1.5,0.1,-0.1,-1.1,-1.7,0.0,2.8,-0.4,-0.5,-2.9,-3.0,0.5,-0.3,-0.1,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,-0.1,-0.1,0.0,-0.4,-1.2,-0.6,-0.5,0.1,-0.1,0.0,-2.7,-4.7,0.5,-5.0,-2.2,-3.0,-0.2,-0.2,-0.3,0.0,0.0,0.0,0.0,0.0,-0.4,-1.0,-0.2,0.0,-0.1,0.0,0.0,0.0,-0.5,-2.7,-0.8,-0.2,0.1,0.0,-0.2,0.2,-0.4,0.0,0.0,-0.3,0.0,-0.6,0.0
200503,0.3,0.3,0.4,0.4,0.3,0.4,0.1,-0.2,0.1,-0.2,0.8,1.3,-0.1,0.7,-0.9,-1.4,0.1,0.1,-0.7,0.4,0.1,-0.3,0.0,0.0,0.0,-0.1,0.0,-0.1,0.0,0.0,0.0,0.0,0.2,0.0,-0.3,-0.5,0.7,-0.7,0.0,-0.5,0.0,4.7,10.0,0.1,10.8,0.6,0.5,0.8,0.1,3.4,0.0,0.0,0.0,-0.3,0.0,0.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-1.7,0.9,0.0,0.7,-0.1,0.0,-0.4,0.0,0.0,0.0,0.1,0.0,0.8,-0.1
200504,0.1,0.3,0.1,0.3,0.2,0.3,-0.7,-2.9,-0.2,-0.4,-0.4,-0.3,0.1,-0.9,-1.3,-2.1,-7.7,-7.9,0.1,-0.2,-0.4,0.1,-0.1,-0.1,0.0,0.1,0.0,0.1,0.0,0.1,-1.4,0.4,7.8,0.2,0.2,0.5,-0.9,1.2,0.1,-0.2,0.2,3.5,2.7,0.2,3.0,7.6,10.8,0.4,0.5,0.3,0.1,0.0,-0.1,0.1,0.0,0.5,-1.9,1.7,0.1,0.6,0.8,-0.1,0.1,0.2,-1.4,-0.5,0.0,0.8,0.2,0.3,0.2,0.4,0.0,0.1,1.5,0.5,-0.3,0.0
200505,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.7,0.0,0.3,-0.8,-1.6,-0.1,-0.7,-2.2,-3.6,11.5,12.1,-0.1,0.1,0.5,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.3,0.0,-0.1,-0.2,0.0,-0.4,0.0,0.1,0.0,1.0,1.5,0.2,1.7,0.9,1.4,0.0,-0.1,-0.2,0.1,0.0,0.0,-0.1,0.0,0.3,0.2,0.5,-0.5,0.1,0.0,0.0,0.0,0.1,-2.0,-0.2,0.1,0.8,-0.1,0.0,-0.4,-0.1,0.0,0.0,0.5,0.0,0.2,-0.3
