code,description,measure,name,frequency,unit,adjustment,source
A130399713R,Change in Contribution to All groups CPI Index Number ;  Garments for men ;  Australia ;,Change in Contribution to All groups CPI Index Number,Garments for men,Month,Index Points,Original,640103.xlsx
A130398471T,Change in Contribution to All groups CPI Index Number ;  Garments for women ;  Australia ;,Change in Contribution to All groups CPI Index Number,Garments for women,Month,Index Points,Original,640103.xlsx
A130391022J,Change in Contribution to All groups CPI Index Number ;  Garments for infants and children ;  Australia ;,Change in Contribution to All groups CPI Index Number,Garments for infants and children,Month,Index Points,Original,640103.xlsx
A130391764V,Change in Contribution to All groups CPI Index Number ;  Footwear ;  Australia ;,Change in Contribution to All groups CPI Index Number,Footwear,Month,Index Points,Original,640103.xlsx
A130393283T,Change in Contribution to All groups CPI Index Number ;  Footwear for men ;  Australia ;,Change in Contribution to All groups CPI Index Number,Footwear for men,Month,Index Points,Original,640103.xlsx
A130395747R,Change in Contribution to All groups CPI Index Number ;  Footwear for women ;  Australia ;,Change in Contribution to All groups CPI Index Number,Footwear for women,Month,Index Points,Original,640103.xlsx
A130391995C,Change in Contribution to All groups CPI Index Number ;  Footwear for infants and children ;  Australia ;,Change in Contribution to All groups CPI Index Number,Footwear for infants and children,Month,Index Points,Original,640103.xlsx
A130397294W,Change in Contribution to All groups CPI Index Number ;  Accessories and clothing services ;  Australia ;,Change in Contribution to All groups CPI Index Number,Accessories and clothing services,Month,Index Points,Original,640103.xlsx
A130396020V,Change in Contribution to All groups CPI Index Number ;  Accessories ;  Australia ;,Change in Contribution to All groups CPI Index Number,Accessories,Month,Index Points,Original,640103.xlsx
A130399482T,"Change in Contribution to All groups CPI Index Number ;  Cleaning, repair and hire of clothing and footwear ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Cleaning, repair and hire of clothing and footwear",Month,Index Points,Original,640103.xlsx
A130399188C,Change in Contribution to All groups CPI Index Number ;  Housing ;  Australia ;,Change in Contribution to All groups CPI Index Number,Housing,Month,Index Points,Original,640103.xlsx
A130390098K,Change in Contribution to All groups CPI Index Number ;  Rents ;  Australia ;,Change in Contribution to All groups CPI Index Number,Rents,Month,Index Points,Original,640103.xlsx
A130397974A,Change in Contribution to All groups CPI Index Number ;  Rents ;  Australia ;,Change in Contribution to All groups CPI Index Number,Rents,Month,Index Points,Original,640103.xlsx
A130391540J,Change in Contribution to All groups CPI Index Number ;  New dwelling purchase by owner-occupiers ;  Australia ;,Change in Contribution to All groups CPI Index Number,New dwelling purchase by owner-occupiers,Month,Index Points,Original,640103.xlsx
A130399776X,Change in Contribution to All groups CPI Index Number ;  New dwelling purchase by owner-occupiers ;  Australia ;,Change in Contribution to All groups CPI Index Number,New dwelling purchase by owner-occupiers,Month,Index Points,Original,640103.xlsx
A130397848L,Change in Contribution to All groups CPI Index Number ;  Other housing ;  Australia ;,Change in Contribution to All groups CPI Index Number,Other housing,Month,Index Points,Original,640103.xlsx
A130394592R,Change in Contribution to All groups CPI Index Number ;  Maintenance and repair of the dwelling ;  Australia ;,Change in Contribution to All groups CPI Index Number,Maintenance and repair of the dwelling,Month,Index Points,Original,640103.xlsx
A130399783W,Change in Contribution to All groups CPI Index Number ;  Property rates and charges ;  Australia ;,Change in Contribution to All groups CPI Index Number,Property rates and charges,Month,Index Points,Original,640103.xlsx
A130393094F,Change in Contribution to All groups CPI Index Number ;  Utilities ;  Australia ;,Change in Contribution to All groups CPI Index Number,Utilities,Month,Index Points,Original,640103.xlsx
A130391064F,Change in Contribution to All groups CPI Index Number ;  Water and sewerage ;  Australia ;,Change in Contribution to All groups CPI Index Number,Water and sewerage,Month,Index Points,Original,640103.xlsx
A130390735R,Change in Contribution to All groups CPI Index Number ;  Electricity ;  Australia ;,Change in Contribution to All groups CPI Index Number,Electricity,Month,Index Points,Original,640103.xlsx
A130392618R,Change in Contribution to All groups CPI Index Number ;  Gas and other household fuels ;  Australia ;,Change in Contribution to All groups CPI Index Number,Gas and other household fuels,Month,Index Points,Original,640103.xlsx
A130399202L,"Change in Contribution to All groups CPI Index Number ;  Furnishings, household equipment and services ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Furnishings, household equipment and services",Month,Index Points,Original,640103.xlsx
A130397799C,Change in Contribution to All groups CPI Index Number ;  Furniture and furnishings ;  Australia ;,Change in Contribution to All groups CPI Index Number,Furniture and furnishings,Month,Index Points,Original,640103.xlsx
A130394599F,Change in Contribution to All groups CPI Index Number ;  Furniture ;  Australia ;,Change in Contribution to All groups CPI Index Number,Furniture,Month,Index Points,Original,640103.xlsx
A130397827A,Change in Contribution to All groups CPI Index Number ;  Carpets and other floor coverings ;  Australia ;,Change in Contribution to All groups CPI Index Number,Carpets and other floor coverings,Month,Index Points,Original,640103.xlsx
A130396496A,Change in Contribution to All groups CPI Index Number ;  Household textiles ;  Australia ;,Change in Contribution to All groups CPI Index Number,Household textiles,Month,Index Points,Original,640103.xlsx
A130395383L,Change in Contribution to All groups CPI Index Number ;  Household textiles ;  Australia ;,Change in Contribution to All groups CPI Index Number,Household textiles,Month,Index Points,Original,640103.xlsx
A130398520A,"Change in Contribution to All groups CPI Index Number ;  Household appliances, utensils and tools ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Household appliances, utensils and tools",Month,Index Points,Original,640103.xlsx
A130399510R,Change in Contribution to All groups CPI Index Number ;  Major household appliances ;  Australia ;,Change in Contribution to All groups CPI Index Number,Major household appliances,Month,Index Points,Original,640103.xlsx
A130391253T,Change in Contribution to All groups CPI Index Number ;  Small electric household appliances ;  Australia ;,Change in Contribution to All groups CPI Index Number,Small electric household appliances,Month,Index Points,Original,640103.xlsx
A130391267F,"Change in Contribution to All groups CPI Index Number ;  Glassware, tableware and household utensils ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Glassware, tableware and household utensils",Month,Index Points,Original,640103.xlsx
A130392037T,Change in Contribution to All groups CPI Index Number ;  Tools and equipment for house and garden ;  Australia ;,Change in Contribution to All groups CPI Index Number,Tools and equipment for house and garden,Month,Index Points,Original,640103.xlsx
A130394921T,Change in Contribution to All groups CPI Index Number ;  Non-durable household products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Non-durable household products,Month,Index Points,Original,640103.xlsx
A130399524C,Change in Contribution to All groups CPI Index Number ;  Cleaning and maintenance products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Cleaning and maintenance products,Month,Index Points,Original,640103.xlsx
A130393535A,Change in Contribution to All groups CPI Index Number ;  Personal care products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Personal care products,Month,Index Points,Original,640103.xlsx
A130391120L,Change in Contribution to All groups CPI Index Number ;  Other non-durable household products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Other non-durable household products,Month,Index Points,Original,640103.xlsx
A130397343F,Change in Contribution to All groups CPI Index Number ;  Domestic and household services ;  Australia ;,Change in Contribution to All groups CPI Index Number,Domestic and household services,Month,Index Points,Original,640103.xlsx
A130390063K,Change in Contribution to All groups CPI Index Number ;  Child care ;  Australia ;,Change in Contribution to All groups CPI Index Number,Child care,Month,Index Points,Original,640103.xlsx
A130393549R,Change in Contribution to All groups CPI Index Number ;  Hairdressing and personal grooming services ;  Australia ;,Change in Contribution to All groups CPI Index Number,Hairdressing and personal grooming services,Month,Index Points,Original,640103.xlsx
A130395201L,Change in Contribution to All groups CPI Index Number ;  Other household services ;  Australia ;,Change in Contribution to All groups CPI Index Number,Other household services,Month,Index Points,Original,640103.xlsx
A130389993J,Change in Contribution to All groups CPI Index Number ;  Health ;  Australia ;,Change in Contribution to All groups CPI Index Number,Health,Month,Index Points,Original,640103.xlsx
A130397855K,"Change in Contribution to All groups CPI Index Number ;  Medical products, appliances and equipment ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Medical products, appliances and equipment",Month,Index Points,Original,640103.xlsx
A130393521L,Change in Contribution to All groups CPI Index Number ;  Pharmaceutical products ;  Australia ;,Change in Contribution to All groups CPI Index Number,Pharmaceutical products,Month,Index Points,Original,640103.xlsx
A130393486T,Change in Contribution to All groups CPI Index Number ;  Therapeutic appliances and equipment ;  Australia ;,Change in Contribution to All groups CPI Index Number,Therapeutic appliances and equipment,Month,Index Points,Original,640103.xlsx
A130390287W,"Change in Contribution to All groups CPI Index Number ;  Medical, dental and hospital services ;  Australia ;",Change in Contribution to All groups CPI Index Number,"Medical, dental and hospital services",Month,Index Points,Original,640103.xlsx
A130390924A,Change in Contribution to All groups CPI Index Number ;  Medical and hospital services ;  Australia ;,Change in Contribution to All groups CPI Index Number,Medical and hospital services,Month,Index Points,Original,640103.xlsx
A130393500A,Change in Contribution to All groups CPI Index Number ;  Dental services ;  Australia ;,Change in Contribution to All groups CPI Index Number,Dental services,Month,Index Points,Original,640103.xlsx
